preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$975.000
";Estrada Municipal do Una, Barra do Una;"
204m²";"
4";"
2";"
4";;;2021-07-20
"
R$137.900
";Rua Cônego João Antonio da Costa Bueno, Santana;"
39m²";"
2";;"
1";;;2021-07-20
"
R$593.220
";Rua Comendador Pedro Morganti, Centro;"
102m²";"
3";"
2";"
2";;;2021-07-20
"
R$1.530.000
";Rua Cristiano Viana, Cerqueira César;"
109m²";"
3";"
1";"
2";1.261;171;2021-07-20
"
R$250.000
";Rua Gomes de Carvalho, Vila Olímpia;"
30m²";;"
1";"
2";600;;2021-07-20
"
R$252.536
";Butantã, São Paulo;"
36m²";"
2";;"
1";;;2021-07-20
"
R$1.200.000
";Avenida do Anastácio, Parque São Domingos;"
122m²";"
3";"
2";"
4";940;;2021-07-20
"
R$600.000
";Vila Zelina, São Paulo;"
100m²";"
3";"
2";"
3";;;2021-07-20
"
R$550.000
";Vila Mariana, São Paulo;"
83m²";"
2";"
1";"
2";890;40;2021-07-20
;;;;;;;;2021-07-20
"
R$446.999
";Avenida Chibarás, Moema;"
24m²";"
1";"
1";"
1";;;2021-07-20
"
R$840.000
";Chácara Belenzinho, São Paulo;"
165m²";"
3";"
4";"
3";;220;2021-07-20
"
R$217.000
";Rua Conselheiro Moreira de Barros, Lauzane Paulista;"
27m²";"
1";;"
1";;;2021-07-20
"
R$689.000
";Rua Desembargador Joaquim Bandeira de Mello, Conjunto Residencial Vista Verde;"
229m²";"
3";"
3";"
1";;;2021-07-20
"
R$340.000
";Rua Francisco Marson, Jardim Monte Kemel;"
50m²";"
2";"
1";"
1";490;20;2021-07-20
"
R$335.000
";Rua Turiassu, Perdizes;"
35m²";"
1";"
1";"
1";800;230;2021-07-20
"
R$335.000
";Estrada de Itapecerica, Vila das Belezas;"
67m²";"
3";"
1";"
1";560;2;2021-07-20
"
R$380.000
";Rua Coronel Francisco Inácio, Sacomã;"
60m²";"
2";;"
2";560;;2021-07-20
"
R$655.000
";Parque Mandaqui, São Paulo;"
120m²";"
3";"
2";"
3";;;2021-07-20
"
R$700.000
";Rua Eusébio da Silva, Parque Maria Domitila;"
170m²";"
3";"
2";"
2";;;2021-07-20
"
R$286.200
";Rua Fernando Falcão, Móoca;"
55m²";"
2";;"
1";;;2021-07-20
"
R$215.000
";Vila Nova Cachoeirinha, São Paulo;"
42m²";"
1";"
1";"
1";485;;2021-07-20
"
R$340.000
";Rua Alexandre Rapin, Sacomã;"
65m²";"
3";"
1";"
2";475;;2021-07-20
"
R$202.332
";Rua Flama, Jardim Umarizal;"
36m²";"
2";;"
1";;;2021-07-20
"
R$276.000
";Rua Luís da Fonseca Galvão, Parque Maria Helena;"
51m²";"
2";"
1";"
1";628;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$387.000
";Rua Padre Duarte, Centro;"
68m²";"
2";"
2";"
2";;;2021-07-20
"
R$786.000
";Avenida Cristóvão Colombo, Centro;"
96-124m²";"
3-4";"
2";"
3-5";;;2021-07-20
"
Sobconsulta
";Rua Lazaro Mendes Ferreira, Jardim Indaiá;"
47-53m²";"
2";"
1";"
1";;;2021-07-20
"
R$830.000
";Rua Meruoca, Vila Mariana;"
130m²";"
3";"
2";"
4";;;2021-07-20
"
R$324.000
";Rua Oscar Freire, Pinheiros;"
32m²";"
1";"
1";"
1";;;2021-07-20
"
R$1.200.000
";Panamby, São Paulo;"
130m²";"
3";"
2";"
5";1.300;600;2021-07-20
"
R$450.000
";Rua Andréa Martini, Sapopemba;"
250m²";"
3";"
2";"
3";;;2021-07-20
"
R$225.000
";Rua Evangelina de Assis, Vila Carrão;"
45m²";"
2";;"
1";70;;2021-07-20
"
R$640.000
";Avenida Albert Bartholome, Jardim das Vertentes;"
87m²";"
3";"
2";"
2";540;;2021-07-20
"
R$430.000
";Rua Iru, Vila Formosa;"
63m²";"
2";"
1";"
2";600;44;2021-07-20
"
R$380.000
";Freguesia do Ó, São Paulo;"
100m²";"
2";"
1";"
2";;;2021-07-20
"
R$550.000
";Vila Mariana, São Paulo;"
83m²";"
2";"
1";"
2";890;40;2021-07-20
"
R$840.000
";Chácara Belenzinho, São Paulo;"
165m²";"
3";"
4";"
3";;220;2021-07-20
"
R$457.447
";Rua Itaiteva, Jardim Ampliação;"
58m²";"
1";"
2";"
1";596;141;2021-07-20
"
R$340.000
";Rua Francisco Marson, Jardim Monte Kemel;"
50m²";"
2";"
1";"
1";490;20;2021-07-20
"
R$500.000
";Avenida João Peixoto Viegas, Jardim Consórcio;"
78m²";"
3";"
2";"
3";790;37;2021-07-20
"
R$335.000
";Estrada de Itapecerica, Vila das Belezas;"
67m²";"
3";"
1";"
1";560;2;2021-07-20
"
R$380.000
";Rua Coronel Francisco Inácio, Sacomã;"
60m²";"
2";;"
2";560;;2021-07-20
"
R$415.537
";Rua Rio Doce, Vila Gustavo;"
62m²";"
2";"
2";"
2";530;80;2021-07-20
"
R$580.000
";Rua da Mooca, Móoca;"
62m²";"
2";"
2";"
2";900;68;2021-07-20
"
R$310.000
";Rua Sitiantes, Freguesia do Ó;"
89m²";"
2";;"
2";;60;2021-07-20
"
R$655.000
";Parque Mandaqui, São Paulo;"
120m²";"
3";"
2";"
3";;;2021-07-20
"
R$286.200
";Rua Fernando Falcão, Móoca;"
55m²";"
2";;"
1";;;2021-07-20
"
R$280.000
";Freguesia do Ó, São Paulo;"
58m²";"
2";"
1";"
2";615;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Imaculada Conceição, São Geraldo;"
59-77m²";"
2";"
1-2";"
2";;;2021-07-20
"
R$1.232.000
";Avenida Orestes Pieroni Gobbo, Vila Harmonia;"
201-425m²";"
3-4";"
3";"
6";;;2021-07-20
"
Sobconsulta
";Rua Henrique Lupo, Vila Harmonia;"
70-92m²";"
2-3";"
1-2";"
2";;;2021-07-20
"
R$300.000
";Rua Dianópolis, Móoca;"
76m²";"
2";"
1";"
1";520;;2021-07-20
"
R$1.150.000
";Alameda Ribeirão Preto, Bela Vista;"
108m²";;"
3";"
2";1.864;1.050;2021-07-20
"
R$4.500.000
";Avenida Comendador Adibo Ares, Morumbi;"
1300m²";"
5";"
6";"
6";;5.500;2021-07-20
"
R$320.000
";Cambuci, São Paulo;"
41m²";"
2";;"
1";215;;2021-07-20
"
R$480.000
";Vila Império, São Paulo;"
200m²";"
3";"
2";"
3";;46;2021-07-20
"
R$585.000
";Rua Eugênio Pradez, Morumbi;"
137m²";"
4";"
1";"
3";;200;2021-07-20
"
R$370.000
";Rua Maria do Carmo Sene, Vila Pauliceia;"
67m²";"
2";"
1";"
1";690;;2021-07-20
"
R$590.000
";Rua Achilles Masetti, Paraíso;"
96m²";"
2";;"
2";550;1;2021-07-20
"
R$188.092
";Avenida Antártica, Barra Funda;"
34m²";"
2";;"
1";;;2021-07-20
"
R$495.000
";Rua dos Americanos, Barra Funda;"
56m²";"
2";"
1";"
1";600;21;2021-07-20
"
R$661.000
";Rua Padre Estevão Pernet, Vila Gomes Cardim;"
65m²";"
2";"
1";"
2";650;190;2021-07-20
"
R$1.900.000
";Rua Antônio de Lucena, Tatuapé;"
176m²";"
3";"
3";"
5";850;689;2021-07-20
"
R$340.000
";Vila Andrade, São Paulo;"
47m²";"
2";"
1";"
1";400;90;2021-07-20
"
R$440.000
";Rua Professor Djalma Bento, Santo Amaro;"
75m²";"
3";"
1";"
2";655;32;2021-07-20
"
R$230.000
";Itaquera, São Paulo;"
250m²";;;;;;2021-07-20
"
R$320.000
";Travessa Doutor Agládio Neder Carbonieri, Jardim Vergueiro;"
115m²";"
2";"
1";"
1";;;2021-07-20
"
R$785.000
";Avenida Bosque da Saúde, Saúde;"
86m²";"
3";"
2";"
3";650;280;2021-07-20
"
R$646.870
";Rua Tamandaré, Liberdade;"
65m²";"
2";"
1";"
2";521;130;2021-07-20
"
R$278.000
";Rua Maria Lazzari, Vila Escolar;"
170m²";"
2";"
1";"
2";;;2021-07-20
"
R$1.484.000
";Rua Japão, Itaim Bibi;"
130m²";"
3";"
1";"
3";1.386;289;2021-07-20
"
R$990.000
";Perdizes, São Paulo;"
130m²";"
3";"
1";"
3";1.400;376;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$154.900
";Avenida Governador Orestes Quercia, Altos do Jaraguá;"
39-42m²";"
2";"
0-1";"
0-1";;;2021-07-20
"
R$161.916
";Avenida Governador Orestes Quercia, Altos do Jaraguá;"
39m²";"
2";;"
1";;;2021-07-20
"
R$159.900
";Avenida Dom Carlos Carmelo, Jardim Botânico;"
39-45m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.400.000
";Rua Ibitinga, Móoca;"
134m²";"
3";"
4";"
4";;;2021-07-20
"
R$388.800
";Rua Itapeva, Jardins;"
55m²";"
1";"
1";"
1";;;2021-07-20
"
R$280.000
";Rua Conselheiro Cotegipe, Belenzinho;"
147m²";"
3";"
2";"
2";;;2021-07-20
"
R$2.550.000
";Rua Pascal, Campo Belo;"
380m²";"
4";"
4";"
5";5.800;3.200;2021-07-20
"
R$1.585.000
";Avenida Damasceno Vieira, Vila Mascote;"
173m²";"
3";"
3";"
5";1.362;589;2021-07-20
"
R$1.145.100
";Rua Girassol, Vila Madalena;"
59m²";"
2";"
1";"
2";;;2021-07-20
"
R$1.950.000
";Rua Hungria, Jardim Europa;"
126m²";"
3";"
1";"
1";2.710;497;2021-07-20
"
R$1.400.000
";Vila Carrão, São Paulo;"
227m²";"
4";"
3";"
4";;506;2021-07-20
"
R$510.000
";Rua Voluntários da Pátria, Santana;"
89m²";"
3";"
1";"
2";660;150;2021-07-20
"
R$330.000
";Avenida José Maria Fernandes, Parque Novo Mundo;"
62m²";"
3";"
1";"
2";300;700;2021-07-20
"
R$3.650.000
";Alameda Afonso Schmidt, Santana;"
260m²";"
4";"
5";"
5";3.200;1.845;2021-07-20
"
R$860.000
";Rua Cajaíba, Pompeia;"
72m²";"
3";"
2";"
2";905;80;2021-07-20
"
R$550.000
";Rua Pará, Higienópolis;"
55m²";;"
1";"
1";1.100;;2021-07-20
"
R$1.100.000
";Avenida Pavão, Moema;"
64m²";"
1";;"
2";;;2021-07-20
"
R$799.000
";Rua Humberto I, Vila Mariana;"
110m²";;;;;;2021-07-20
"
R$290.000
";Alameda Glete, Campos Eliseos;"
41m²";"
1";;"
1";360;;2021-07-20
"
R$175.700
";Rua Luís da Fonseca Galvão, Parque Maria Helena;"
26m²";"
1";;"
1";;;2021-07-20
"
R$185.500
";Rua Major Quedinho, Centro;"
38m²";;;;450;;2021-07-20
"
R$459.000
";Rua Américo Samarone, Ipiranga;"
69m²";"
2";"
1";"
2";600;;2021-07-20
"
R$648.936
";Rua Conceição de Monte Alegre, Cidade Monções;"
44m²";"
1";"
1";"
1";762;82;2021-07-20
"
R$220.850
";Rua André de Almeida, São Mateus;"
43m²";"
2";"
1";"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$145.000
";Avenida dos Imigrantes, Nucleo Habitacional Luis Zillo;"
47-60m²";"
2";"
1";"
1";;;2021-07-20
"
R$822.000
";Avenida Geraldo Nogueira da Silva, Indaiá;"
109-444m²";"
3-5";"
2-5";"
2-7";;;2021-07-20
"
R$982.000
";Avenida Ministro Urbano Marcondes, Vila Paraiba;"
149-154m²";"
3";"
2";"
3";;;2021-07-20
"
R$1.750.000
";Perdizes, São Paulo;"
160m²";"
3";"
1";"
3";1.480;397;2021-07-20
"
R$1.171.000
";Avenida Alberto Ramos, Vila Prudente;"
127m²";"
3";"
2";"
2";974;3.478;2021-07-20
"
R$3.500.000
";Paraíso, São Paulo;"
193m²";"
4";"
4";"
6";3.500;13.944;2021-07-20
"
R$2.400.000
";Campo Belo, São Paulo;"
166m²";"
3";"
2";"
5";1.540;610;2021-07-20
"
R$280.000
";Rua do Córrego, Vila Carrão;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$998.000
";Rua Paula Ney, Vila Mariana;"
70m²";"
2";"
1";"
2";800;;2021-07-20
"
R$245.000
";Vila Inglesa, São Paulo;"
50m²";"
2";"
1";"
1";520;;2021-07-20
"
R$232.000
";Rua Floresto Bandecchi, Jaguaré;"
54m²";"
2";"
1";"
1";496;70;2021-07-20
"
R$385.000
";Jardim Maria Estela, São Paulo;"
65m²";"
3";"
1";"
2";470;110;2021-07-20
"
R$175.350
";Rua Edvard Carmilo, Butantã;"
40m²";"
2";;"
1";;;2021-07-20
"
R$412.000
";Vila Mangalot, São Paulo;"
64m²";"
3";"
1";"
2";700;;2021-07-20
"
R$988.200
";Rua Getúlio Soares da Rocha, Jardim das Acacias;"
70m²";"
2";"
1";"
2";;;2021-07-20
"
R$770.000
";Rua Voluntários da Pátria, Santana;"
120m²";"
3";"
2";"
3";1.200;21;2021-07-20
"
R$680.000
";Rua Clarimundo Gonçalves, Campo Limpo;"
80m²";;"
2";"
2";;150;2021-07-20
"
R$430.000
";Avenida Cupecê, Jardim Prudência;"
70m²";"
3";"
1";"
2";600;;2021-07-20
"
R$420.000
";Rua Sanches de Aguiar, Vila Oratório;"
90m²";"
2";"
2";"
3";;29;2021-07-20
"
R$650.000
";Rua Dom Pedro Silva, Vila Gumercindo;"
65m²";"
2";"
2";"
2";613;246;2021-07-20
"
R$265.000
";Rua Domingos Paiva, Brás;"
33m²";"
1";"
1";"
1";290;;2021-07-20
"
R$640.000
";Rua Feliciano Bicudo, Vila Pauliceia;"
110m²";"
3";"
2";"
3";1.106;326;2021-07-20
"
R$560.000
";Avenida Padre Arlindo Vieira, Vila Vermelha;"
84m²";"
3";"
1";"
2";;;2021-07-20
"
R$275.000
";Rua Curiá, Jardim Sabará;"
49m²";"
2";"
1";"
1";350;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$455.713
";Bonfim Paulista, Ribeirão Preto;"
82-110m²";"
2-3";"
1-2";"
2-3";;;2021-07-20
"
R$155.912
";Avenida Afonço Valera, Recreio das Acácias;"
37-46m²";"
1-2";"
0-1";"
1";;;2021-07-20
"
R$169.900
";Avenida Afonço Valera, Recreio das Acácias;"
40m²";"
2";;"
1";;;2021-07-20
"
R$498.000
";Rua Purpurina, Vila Madalena;"
25m²";"
1";"
1";"
1";1.206;120;2021-07-20
"
R$1.480.000
";Alameda dos Tupiniquins, Moema;"
180m²";"
3";"
3";"
3";2.890;1.103;2021-07-20
"
R$3.740.000
";Rua Benedito Lapin, Itaim Bibi;"
173m²";"
3";"
3";"
4";1.980;1.120;2021-07-20
"
R$1.230.000
";Rua Cônego Eugênio Leite, Pinheiros;"
113m²";"
2";"
1";"
2";750;291;2021-07-20
"
R$454.000
";Rua Coronel João de Oliveira Melo, Vila Antonieta;"
91m²";"
3";"
2";"
2";;;2021-07-20
"
R$1.061.640
";Alameda Vicente Pinzon, Vila Olímpia;"
88m²";;"
2";"
2";1.626;6.405;2021-07-20
"
R$939.000
";Rua Alvorada, Vila Olímpia;"
103m²";"
2";"
1";"
2";900;257;2021-07-20
"
R$430.000
";Rua Doutor Laerte Setúbal, Vila Suzana;"
72m²";"
2";"
1";"
2";500;2;2021-07-20
"
R$3.100.000
";Rua do Canal, Vila Guilherme;"
678m²";;"
6";"
2";;1;2021-07-20
"
R$1.480.000
";Avenida José de Brito de Freitas, Casa Verde;"
266m²";"
2";"
12";"
3";;;2021-07-20
"
R$1.400.000
";Avenida Ipiranga, República;"
215m²";"
3";"
1";"
2";1.100;190;2021-07-20
"
R$480.000
";Rua Jorge Fares, Jardim São Luís;"
150m²";"
3";"
2";"
3";;;2021-07-20
"
R$550.000
";Vila Lucia, São Paulo;"
75m²";"
3";"
2";"
3";;;2021-07-20
"
R$1.800.000
";Rua Freire da Silva, Cambuci;"
650m²";;;"
3";;960;2021-07-20
"
R$16.500.000
";Santa Cecília, São Paulo;"
850m²";"
4";"
6";"
6";9.800;5.770;2021-07-20
"
R$1.177.000
";Jardim Guedala, São Paulo;"
160m²";"
4";"
2";"
3";1.500;110;2021-07-20
"
R$2.200.000
";Santa Cecília, São Paulo;"
290m²";"
4";"
2";"
4";3.400;950;2021-07-20
"
R$450.000
";Avenida Angélica, Higienópolis;"
36m²";;;"
1";505;150;2021-07-20
"
R$590.000
";Rua Antônio Rosa Machado, Campo Grande;"
125m²";"
3";"
2";"
4";;;2021-07-20
"
R$1.750.000
";Rua Baronesa de Itu, Santa Cecília;"
154m²";"
3";"
4";"
5";2.000;350;2021-07-20
"
R$3.750.000
";Rua Pedro Vicente, Luz;"
716m²";;;;;670;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$180.900
";Avenida Heráclito Fontoura Sobral Pinto, Condominio Vista Alegre;"
37m²";"
1-2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Luiz Octavio da Silva Whitaker, Quinta da Primavera;"
67-87m²";"
2-3";"
1-2";"
2";;;2021-07-20
"
Sobconsulta
";Avenida Luiz Octavio da Silva Whitaker, Quinta da Primavera;"
43-84m²";"
1-2";"
1-2";"
1-2";;;2021-07-20
"
R$609.000
";Rua Bueno de Andrade, Aclimação;"
51m²";"
2";"
1";"
1";615;159;2021-07-20
"
R$811.246
";Vila Paulista, São Paulo;"
66m²";"
2";"
1";"
1";;;2021-07-20
"
R$212.000
";Travessa Imbacal, Itaquera;"
48m²";"
2";"
1";"
1";272;;2021-07-20
"
R$315.000
";Rua Washington Luís, Centro;"
23m²";"
1";"
1";"
1";250;;2021-07-20
"
R$1.790.000
";Rua dos Franceses, Morro dos Ingleses;"
220m²";"
3";"
1";"
3";2.700;950;2021-07-20
"
R$329.000
";Jardim das Flores, São Paulo;"
64m²";"
2";"
2";"
1";600;;2021-07-20
"
R$256.104
";Rua São Benedito, Santo Amaro;"
24m²";"
1";;"
1";;;2021-07-20
"
R$252.620
";Rua São Benedito, Santo Amaro;"
23m²";"
1";;"
1";;;2021-07-20
"
R$351.000
";Avenida Ajarani, Cidade Patriarca;"
48m²";"
2";"
1";"
1";429;76;2021-07-20
"
R$887.000
";Rua Vilela, Tatuapé;"
92m²";"
3";"
2";"
3";910;230;2021-07-20
"
R$851.000
";Rua Maestro Elias Lobo, Jardim Paulista;"
100m²";"
3";;"
2";480;250;2021-07-20
"
R$1.050.000
";Rua Pedreira, Tatuapé;"
193m²";"
3";"
2";"
3";200;296;2021-07-20
"
R$450.000
";Rua Baixa, Vila Constança;"
100m²";"
3";"
1";"
2";;;2021-07-20
"
R$1.550.000
";Paraíso do Morumbi, São Paulo;"
287m²";"
4";"
4";"
4";3.200;1.700;2021-07-20
"
R$1.500.000
";Rua Martinico Prado, Santa Cecília;"
100m²";"
2";"
2";"
4";1.000;540;2021-07-20
"
R$1.040.000
";Moema, São Paulo;"
105m²";"
3";"
1";"
3";1.478;272;2021-07-20
"
R$604.670
";Avenida Martin Luther King, Vila Sao Francisco;"
66m²";"
2";"
1";"
2";;;2021-07-20
"
R$1.600.000
";Aclimação, São Paulo;"
120m²";"
3";"
2";"
2";;;2021-07-20
"
R$270.000
";Vila Madalena, São Paulo;"
37m²";"
1";;"
1";515;;2021-07-20
"
R$2.980.000
";Cangaíba, São Paulo;"
956m²";"
1";;;;1.900;2021-07-20
"
R$850.000
";Rua Martins Júnior, Chácara Nossa Senhora Aparecida;"
220m²";"
3";;"
2";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Avenida Deputado Sérgio Cardoso de Almeida, Jardim Olhos d Agua II;"
151-197m²";"
3-4";"
3-4";"
4-5";;;2021-07-20
"
Sobconsulta
";Avenida Deputado Sérgio Cardoso de Almeida, Jardim Olhos d Agua II;"
254-298m²";"
3-4";"
4";"
5";;;2021-07-20
"
R$179.923
";Via Anhangüera, Recreio Anhangüera;"
50m²";"
2";;"
1";;;2021-07-20
"
R$1.050.000
";Rua Itamanari, Panamby;"
190m²";"
3";"
2";"
3";350;462;2021-07-20
"
R$940.000
";Rua Corgie Assad Abdalla, Morumbi;"
140m²";"
3";"
3";"
4";2.000;450;2021-07-20
"
R$1.330.000
";Brooklin, São Paulo;"
92m²";"
2";"
2";"
2";1.100;460;2021-07-20
"
R$223.000
";Rua John Harrison, Lapa;"
32m²";;"
1";"
1";483;65;2021-07-20
"
R$190.900
";Rua Domingos Lopes da Silva, Vila Suzana;"
36m²";"
1";;"
1";;;2021-07-20
"
R$259.200
";Rua João Zeltner, Parque Maria Helena;"
42m²";"
2";"
1";"
1";250;;2021-07-20
"
R$430.000
";Rua Adelino de Almeida Castilho, Maranhão;"
68m²";"
2";"
1";"
1";396;136;2021-07-20
"
R$300.000
";Rua Vilela, Tatuapé;"
29m²";;;;550;400;2021-07-20
"
R$380.000
";Rua Abolição, Bela Vista;"
180m²";"
1";;"
1";600;;2021-07-20
"
R$400.000
";Rua Salomé Queiroga, Vila Carrão;"
66m²";"
2";"
2";"
2";510;1;2021-07-20
"
R$185.000
";Avenida Padre Estanislau de Campos, Conjunto Habitacional Padre Manoel da Nobrega;"
52m²";"
2";"
1";"
1";190;10;2021-07-20
"
R$345.000
";Rua Willis Roberto Banks, Parque São Domingos;"
52m²";"
2";"
1";"
1";590;;2021-07-20
"
R$189.999
";Avenida das Alamandas, Cidade A E Carvalho;"
66m²";"
3";"
1";"
2";170;;2021-07-20
"
R$580.000
";Tatuapé, São Paulo;"
82m²";"
3";"
1";"
2";670;281;2021-07-20
"
R$220.000
";Avenida Hebe Camargo, Jardim Parque Morumbi;"
40m²";"
2";;"
1";250;99;2021-07-20
"
R$460.000
";Rua Doutor Luiz Migliano, Morumbi;"
76m²";"
3";"
1";"
1";850;400;2021-07-20
"
R$560.000
";Rua Voluntários da Pátria, Santana;"
82m²";"
2";"
2";"
2";840;870;2021-07-20
"
R$340.000
";Avenida Sebastião Henriques, Limão;"
53m²";"
2";"
1";"
1";400;;2021-07-20
"
R$600.000
";Avenida Diógenes Ribeiro de Lima, Alto da Lapa;"
65m²";"
3";"
1";"
2";850;110;2021-07-20
"
R$429.000
";Avenida Itaboraí, Bosque da Saúde;"
50m²";"
2";"
1";"
1";700;;2021-07-20
"
R$325.000
";Rua Pedrina Maria da Silva Valente, Horto do Ipê;"
72m²";"
3";"
1";"
2";340;58;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Avenida Heráclito Fontoura Sobral Pinto, Jardim Sul;"
189-222m²";"
2-4";"
2";"
2-3";;;2021-07-20
"
R$1.100.000
";Alameda Eduardo Campos, Residencial Alto do Ipe;"
195m²";"
3";"
5";"
5";;;2021-07-20
"
R$710.057
";Alameda Eduardo Campos, Residencial Alto do Ipe;"
126-155m²";"
3";"
2-3";"
4-5";;;2021-07-20
"
R$840.000
";Avenida Jurucê, Moema;"
72m²";"
3";"
1";"
1";980;200;2021-07-20
"
R$800.000
";Avenida Paulista, Bela Vista;"
81m²";"
2";;"
2";768;204;2021-07-20
"
R$700.000
";Jardim Anália Franco, São Paulo;"
60m²";"
2";"
1";"
2";450;150;2021-07-20
"
R$371.000
";Rua Capitão José Ribeiro de Carvalho, Jardim Santa Adelia;"
85m²";"
2";"
2";"
3";;94;2021-07-20
"
R$1.000.000
";Vila Olímpia, São Paulo;"
85m²";"
2";"
2";"
2";1.400;240;2021-07-20
"
R$1.649.000
";Rua Canário, Moema;"
140m²";"
3";"
2";"
4";1.920;695;2021-07-20
"
R$1.580.000
";Avenida Presidente Juscelino Kubitschek, Vila Nova Conceição;"
54m²";"
1";"
1";"
1";950;260;2021-07-20
"
R$2.021.270
";Vila Prudente, São Paulo;"
300m²";"
4";"
4";"
3";;;2021-07-20
"
R$419.000
";Vila Pauliceia, São Paulo;"
73m²";"
2";"
1";"
2";500;;2021-07-20
"
R$155.000
";Rua Joana Avancini Prado, Jardim Lallo;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$297.000
";Rua Morro de São Sebastião, Perus;"
56m²";"
2";"
1";"
1";250;;2021-07-20
"
R$460.000
";Rua Tupi, Santa Cecília;"
40m²";;"
2";;700;1.380;2021-07-20
"
R$1.920.000
";Rua Conselheiro Brotero, Higienópolis;"
173m²";"
2";"
2";"
3";1.488;;2021-07-20
"
R$1.000.000
";Rua Professor José Horácio Meirelles Teixeira, Vila Suzana;"
280m²";"
3";"
4";"
4";1.750;;2021-07-20
"
R$1.531.000
";Rua José Cola Grossi, Jardim Leonor;"
300m²";"
4";"
4";"
4";;11.505;2021-07-20
"
R$478.000
";Rua Carlos Silva, Tatuapé;"
69m²";"
3";"
1";"
2";516;292;2021-07-20
"
R$330.000
";Jardim Soraia, São Paulo;"
49m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.100.000
";Vila Zelina, São Paulo;"
200m²";"
3";"
2";"
2";;3.200;2021-07-20
"
R$6.565.590
";Rua Joaquim Floriano, Itaim Bibi;"
188m²";"
3";"
3";"
4";;;2021-07-20
"
R$2.393.000
";Avenida Engenheiro Alberto de Zagottis, Jardim Taquaral;"
233m²";"
4";"
2";"
3";1.900;970;2021-07-20
"
R$685.000
";Rua Antônio Calixto Abrão, Parque Imperial;"
150m²";"
4";"
3";"
1";;200;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Alameda Senador Carlos Jereissati, Vila do Golf;"
170m²";"
3-4";"
3";"
4-5";;;2021-07-20
"
Sobconsulta
";Rua Dois, Vila do Golf;"
322m²";"
4";"
4";"
5";;;2021-07-20
"
R$363.395
";Avenida Professor João Fiúsa, Alto da Boa Vista;"
49-59m²";"
1";"
1";"
1";;;2021-07-20
"
R$895.000
";Rua Doutor Augusto de Miranda, Pompeia;"
94m²";"
3";"
2";"
3";795;400;2021-07-20
"
R$954.000
";Morumbi, São Paulo;"
59m²";"
1";"
2";"
2";;;2021-07-20
"
R$1.600.000
";Rua Costa Carvalho, Pinheiros;"
120m²";"
2";"
1";"
2";;307;2021-07-20
"
R$450.000
";Rua Alves de Almeida, Vila Formosa;"
80m²";"
2";"
2";"
2";400;50;2021-07-20
"
R$198.550
";Rua Rolando Curti, Vila Clara;"
48m²";"
2";"
1";"
1";446;;2021-07-20
"
R$1.640.000
";Rua Alvorada, Vila Olímpia;"
109m²";"
3";"
2";"
3";1.252;478;2021-07-20
"
R$140.000
";Rua Manuel Rodrigues Santiago, Itaim Paulista;"
53m²";"
2";"
1";"
1";;;2021-07-20
"
R$300.000
";Rua Hans Oersted, Brooklin;"
33m²";"
1";"
1";"
1";;;2021-07-20
"
R$470.000
";Barra Funda, São Paulo;"
58m²";"
2";"
1";"
2";550;;2021-07-20
"
R$280.000
";Rua Martinho do Amaral, Vila Guedes;"
40m²";"
2";"
1";"
1";387;;2021-07-20
"
R$437.489
";Avenida Sebastião Henriques, Vila Siqueira;"
64m²";"
3";"
1";"
2";440;21;2021-07-20
"
R$750.000
";Rua João Rudge, Casa Verde;"
78m²";"
3";"
2";"
2";550;97;2021-07-20
"
R$385.000
";Rua Márcio Mazzei, Vila Nova Mazzei;"
62m²";"
2";"
1";"
1";580;23;2021-07-20
"
R$370.000
";Penha, São Paulo;"
57m²";"
2";"
1";"
1";550;;2021-07-20
"
R$800.000
";Tatuapé, São Paulo;"
170m²";"
3";"
3";"
4";;360;2021-07-20
"
R$190.900
";Rua Domingos Lopes da Silva, Vila Suzana;"
36m²";"
1";;"
1";;;2021-07-20
