preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$380.000
";Rua Jaupaci, Vila Paulistana;"
180m²";"
3";"
2";"
3";;;2021-07-20
"
R$370.000
";Parque Alto do Rio Bonito, São Paulo;"
90m²";"
3";"
2";"
2";;;2021-07-20
"
R$365.000
";Rua Itza, Jaçanã;"
53m²";"
2";"
1";"
2";380;;2021-07-20
"
R$510.000
";Rua Francisco de Assis Araújo, Campo Grande;"
102m²";"
2";"
2";"
3";;;2021-07-20
"
R$400.000
";Rua Serra Redonda, Jardim Guairaca;"
79m²";"
3";"
2";"
2";500;;2021-07-20
"
R$430.000
";Rua Alberto Savoy, Mandaqui;"
76m²";"
3";"
1";"
2";550;100;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Azarias de Melo, Taquaral;"
45-54m²";"
1-2";"
0-1";"
1";;;2021-07-20
"
R$865.598
";Rua Azarias de Melo, Taquaral;"
98-216m²";"
2-3";"
2";"
3-4";;;2021-07-20
"
R$790.559
";Rua Azarias de Melo, Taquaral;"
98-123m²";"
2-3";"
2";"
1";;;2021-07-20
"
R$840.000
";Avenida Brigadeiro Luís Antônio, Jardim Paulista;"
132m²";"
3";"
1";"
3";1.500;54;2021-07-20
"
R$2.460.600
";Rua José Maria Lisboa, Jardins;"
133m²";"
3";"
2";"
3";;;2021-07-20
"
R$13.000.000
";Rua Doutor Gabriel dos Santos, Higienópolis;"
493m²";"
4";"
5";"
5";;;2021-07-20
"
R$300.000
";Rua Epiacaba, Parque Fongaro;"
66m²";"
2";"
1";"
2";570;;2021-07-20
"
R$470.000
";Rua Domingos Lopes da Silva, Morumbi;"
77m²";"
2";"
2";"
2";780;219;2021-07-20
"
R$508.000
";Ipiranga, São Paulo;"
69m²";"
2";"
1";"
2";480;1.470;2021-07-20
"
R$360.000
";Vila Nhocune, São Paulo;"
100m²";"
2";"
2";"
2";;;2021-07-20
"
R$750.000
";Vila Formosa, São Paulo;"
83m²";"
3";"
2";"
2";;;2021-07-20
"
R$335.000
";Freguesia do Ó, São Paulo;"
55m²";"
2";"
2";"
1";520;;2021-07-20
"
R$600.000
";Rua Clemente Pereira, Ipiranga;"
68m²";"
2";"
1";"
2";650;30;2021-07-20
"
R$385.000
";Freguesia do Ó, São Paulo;"
98m²";"
2";"
1";"
3";100;;2021-07-20
"
R$899.000
";Rua Doutor José de Andrade Figueira, Vila Suzana;"
126m²";"
3";"
2";"
5";1.100;399;2021-07-20
"
R$485.000
";Barra Funda, São Paulo;"
45m²";"
1";"
1";"
1";550;165;2021-07-20
"
R$1.290.000
";Rua Melo Palheta, Água Branca;"
109m²";"
3";"
2";"
3";;;2021-07-20
"
R$390.000
";Rua João Ventura Batista, Vila Guilherme;"
56m²";"
2";"
1";"
2";450;22;2021-07-20
"
R$349.900
";Rua Delegado Moraes Novaes, Vila Andrade;"
55m²";"
2";"
2";"
2";500;26;2021-07-20
"
R$405.000
";Rua José Coimbra, Vila Andrade;"
56m²";"
2";"
1";"
2";560;;2021-07-20
"
R$432.000
";Freguesia do Ó, São Paulo;"
90m²";"
2";"
2";"
2";;;2021-07-20
"
R$155.900
";Rua Antônio Gomes Ferreira, Parque Fongaro;"
32m²";"
2";;"
1";180;;2021-07-20
"
R$670.000
";Rua Gaspar Lourenço, Vila Mariana;"
43m²";"
2";"
1";"
2";650;79;2021-07-20
"
R$403.553
";Rua Ibitirama, Vila Prudente;"
65m²";"
2";"
1";"
2";500;22;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$1.356.822
";Avenida Nossa Senhora de Fátima, Taquaral;"
125m²";"
3-4";"
2-3";"
1";;;2021-07-20
"
R$1.170.052
";Rua José de Sousa Galvão, Swiss Park;"
130m²";"
3-4";"
2";"
1";;;2021-07-20
"
R$357.900
";Rua Peruíbe, Parque Prado;"
64-66m²";"
2";"
1";"
1";;;2021-07-20
"
R$199.000
";Cidade Patriarca, São Paulo;"
36m²";"
2";;"
1";120;;2021-07-20
"
R$2.500.000
";Rua Jacques Félix, Vila Nova Conceição;"
142m²";"
3";"
2";"
3";2.380;737;2021-07-20
"
R$2.590.000
";Rua dos Franceses, Morro dos Ingleses;"
275m²";"
3";"
3";"
4";2.169;12.000;2021-07-20
"
R$275.000
";Rua Henrique Altes, Jardim Patente;"
68m²";"
2";"
1";"
2";500;;2021-07-20
"
R$360.000
";Rua João Simões de Souza, Parque Rebouças;"
51m²";"
2";"
1";"
1";355;285;2021-07-20
"
R$575.000
";Avenida Francisco Nóbrega Barbosa, Parque Alves de Lima;"
75m²";"
3";"
1";"
2";690;1.750;2021-07-20
"
R$640.000
";Avenida Vereador João de Luca, Jardim Prudência;"
59m²";"
2";"
1";"
2";;;2021-07-20
"
R$580.000
";Rua Celso Vieira, Vila Pereira Barreto;"
150m²";"
3";"
2";"
3";;;2021-07-20
"
R$620.000
";Rua Afonso Celso, Vila Clementino;"
65m²";"
2";"
1";"
2";700;1.800;2021-07-20
"
R$660.000
";Rua Apiacás, Perdizes;"
69m²";"
2";"
1";"
2";690;165;2021-07-20
"
R$335.000
";Rua Jaime Taveira, Penha;"
54m²";"
2";"
1";"
2";299;1;2021-07-20
"
R$839.000
";Rua Tapes, Jardim Aeroporto;"
207m²";"
3";"
2";"
5";;323;2021-07-20
"
R$551.000
";Rua Antônio Marcondes, Ipiranga;"
60m²";"
2";"
1";"
2";520;180;2021-07-20
"
R$126.616
";Rua Carixó, Vila Aurora;"
150m²";;;;;;2021-07-20
"
R$2.370.000
";Rua Salto, Paraíso;"
113m²";"
2";"
2";"
3";1.489;890;2021-07-20
"
R$380.000
";Rua Jaupaci, Vila Paulistana;"
180m²";"
3";"
2";"
3";;;2021-07-20
"
R$700.000
";Aclimação, São Paulo;"
69m²";"
2";"
1";"
2";600;300;2021-07-20
"
R$382.000
";Rua Marcondes de Moura e Costa, Vila Perus;"
110m²";"
2";"
2";"
1";;120;2021-07-20
"
R$551.250
";Jardim Vergueiro, São Paulo;"
237m²";"
3";"
4";"
3";;;2021-07-20
"
R$360.000
";Vila Mazzei, São Paulo;"
51m²";"
2";"
2";"
2";630;1;2021-07-20
"
R$345.000
";Vila Albertina, São Paulo;"
70m²";"
2";"
1";"
3";60;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Afrânio Peixoto, Parque Taquaral;"
130m²";"
3";"
2";"
1";;;2021-07-20
"
R$330.000
";Rua Maria de Jesus Francisco, Jardim das Cerejeiras;"
56-107m²";"
2-3";"
1-3";"
2";;;2021-07-20
"
R$171.900
";Rua Herculano Florence Teixeira, Jardim Esmeraldina;"
40m²";"
2";"
0-1";"
1";;;2021-07-20
"
R$750.000
";Rua Doutor Homem de Melo, Perdizes;"
94m²";"
3";"
1";"
4";1.085;85;2021-07-20
"
R$330.000
";Rua Doutor Valentim Amaral, Cambuci;"
34m²";"
2";"
1";"
1";300;;2021-07-20
"
R$17.700.000
";Rua Bastos Pereira, Vila Nova Conceição;"
557m²";"
5";"
10";"
7";;3.290;2021-07-20
"
R$190.800
";Jardim Roschel, São Paulo;"
100m²";"
3";;"
2";;13;2021-07-20
"
R$418.000
";Rua Caminho do Engenho, Ferreira;"
57m²";"
2";"
1";"
1";;;2021-07-20
"
R$360.000
";Rua Arlindo Pasqualini, Parque Palmas do Tremembé;"
60m²";"
2";"
2";"
3";;;2021-07-20
"
R$370.000
";Parque Alto do Rio Bonito, São Paulo;"
90m²";"
3";"
2";"
2";;;2021-07-20
"
R$510.000
";Rua Francisco de Assis Araújo, Campo Grande;"
102m²";"
2";"
2";"
3";;;2021-07-20
"
R$400.000
";Rua Serra Redonda, Jardim Guairaca;"
79m²";"
3";"
2";"
2";500;;2021-07-20
"
R$430.000
";Rua Alberto Savoy, Mandaqui;"
76m²";"
3";"
1";"
2";550;100;2021-07-20
"
R$246.900
";Rua das Grumixamas, Jabaquara;"
36m²";"
2";;"
1";;;2021-07-20
"
R$435.000
";Vila Mazzei, São Paulo;"
97m²";"
3";"
2";"
2";;99;2021-07-20
"
R$205.000
";Jardim Catanduva, São Paulo;"
45m²";"
2";"
1";"
2";275;;2021-07-20
"
R$470.000
";Rua Domingos Lopes da Silva, Morumbi;"
77m²";"
2";"
2";"
2";780;219;2021-07-20
"
R$320.000
";Rua Serra Redonda, Jardim Guairaca;"
85m²";"
2";"
1";"
2";313;;2021-07-20
"
R$508.000
";Ipiranga, São Paulo;"
69m²";"
2";"
1";"
2";480;1.470;2021-07-20
"
R$500.000
";Rua Henriqueta Salvadore Giacometti, Cidade Dutra;"
107m²";"
3";"
2";"
2";;;2021-07-20
"
R$625.000
";Avenida Paes de Barros, Móoca;"
120m²";"
3";"
2";"
4";700;306;2021-07-20
"
R$360.000
";Vila Maria, São Paulo;"
50m²";"
2";"
1";"
2";488;25;2021-07-20
"
R$1.290.000
";Rua Melo Palheta, Água Branca;"
109m²";"
3";"
2";"
3";;;2021-07-20
"
R$510.000
";Rua Luís Cunha, Vila Pirituba;"
69m²";"
3";"
2";"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$174.900
";Rua Herculano Florence Teixeira, Jardim Esmeraldina;"
40m²";"
2";"
1";"
1";;;2021-07-20
"
R$2.691.870
";Rua Valdomiro Teixeira do Nascimento, Jardim Ibirapuera;"
897m²";;;;;;2021-07-20
"
R$967.280
";Avenida Wellman Galvão de França Rangel, Swiss Park;"
103-130m²";"
3-4";"
2";"
1";;;2021-07-20
"
R$2.240.000
";Brooklin, São Paulo;"
168m²";"
4";"
3";"
4";2.000;1.000;2021-07-20
"
R$1.808.000
";Vila Olímpia, São Paulo;"
145m²";"
1";"
1";"
2";2.516;216;2021-07-20
"
R$390.000
";Rua Santo Antônio, Bela Vista;"
35m²";"
1";"
1";"
1";615;50;2021-07-20
"
R$500.000
";Rua Fragária Rósea, Jardim Cidade Pirituba;"
90m²";"
3";"
2";"
3";;;2021-07-20
"
R$341.000
";Travessa Inca Vermelha, Jardim Rodolfo Pirani;"
125m²";"
3";"
2";"
2";;;2021-07-20
"
R$141.900
";Rua João Gomes Batista, Jardim Cidália;"
32m²";"
1";;"
1";180;;2021-07-20
"
R$440.000
";Rua Cristóvão Arraes, Santa Terezinha;"
108m²";"
2";"
3";"
1";;;2021-07-20
"
R$345.000
";Rua das Pérolas, Jabaquara;"
49m²";"
2";"
1";"
2";525;99;2021-07-20
"
R$170.000
";Conjunto Residencial José Bonifácio, São Paulo;"
50m²";"
2";"
1";"
1";200;;2021-07-20
"
R$540.000
";Rua José Carlos de Resende, Conjunto Residencial Vista Verde;"
101m²";"
3";"
2";"
3";;;2021-07-20
"
R$890.000
";Rua David Ben Gurion, Morumbi;"
141m²";"
3";"
2";"
4";;;2021-07-20
"
R$330.000
";Avenida Cônego José Salomon, Vila Portugal;"
90m²";"
2";"
1";"
2";450;;2021-07-20
"
R$636.000
";Rua Santo Antônio da Platina, Vila Prado;"
142m²";"
3";"
3";"
2";;;2021-07-20
"
R$425.000
";Rua Alencar Araripe, Sacomã;"
82m²";"
3";"
2";"
2";650;;2021-07-20
"
R$466.400
";Rua Cabaxi, Jardim Leônidas Moreira I;"
159m²";"
3";"
3";"
3";50;100;2021-07-20
"
R$392.000
";Rua Caetano do Amaral, Vila Matias;"
134m²";"
2";"
2";"
2";;;2021-07-20
"
R$505.000
";Rua Serra de Botucatu, Tatuapé;"
53m²";"
2";"
2";"
2";690;90;2021-07-20
;;;;;;;;2021-07-20
"
R$750.000
";Imirim, São Paulo;"
122m²";"
3";"
2";"
3";;;2021-07-20
"
R$629.000
";Chácara Inglesa, São Paulo;"
70m²";"
3";"
2";"
2";690;;2021-07-20
"
R$560.000
";Rua Delegado Moraes Novaes, Panamby;"
71m²";"
2";"
2";"
3";572;526;2021-07-20
"
R$375.000
";Avenida Vila Ema, Vila Ema;"
58m²";"
2";"
1";"
2";500;1;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$424.350
";Avenida Wellman Galvão de França Rangel, Swiss Park;"
66-102m²";"
2-3";"
2";"
1";;;2021-07-20
"
R$341.000
";Rua dos Aimorés, Vila Costa e Silva;"
60m²";"
3";"
1";"
2";;;2021-07-20
"
R$650.000
";Avenida Dermival Bernardes Siqueira, Swiss Park;"
91-124m²";"
2-3";"
1-3";"
1";;;2021-07-20
"
R$2.080.000
";Alameda dos Aicás, Moema;"
212m²";"
3";"
3";"
4";3.716;1.800;2021-07-20
"
R$620.000
";Moema, São Paulo;"
53m²";"
1";"
1";"
2";;;2021-07-20
"
R$1.590.000
";Rua Capital Federal, Pompeia;"
120m²";"
3";"
2";"
3";;250;2021-07-20
"
R$850.000
";Rua Pedrinho Roschel, Vila Roschel;"
320m²";"
4";"
5";"
5";500;200;2021-07-20
"
R$430.000
";Avenida Miruna, Moema;"
32m²";"
1";"
1";"
1";711;90;2021-07-20
"
R$390.000
";Rua Antônio Gomes, Vila Ema;"
61m²";"
3";"
1";"
2";350;1;2021-07-20
"
R$360.000
";Rua Herbert Frazer, Interlagos;"
55m²";"
2";"
1";"
2";450;;2021-07-20
"
R$630.000
";Rua Maria Lopes, Vila Rosa;"
160m²";"
3";"
4";"
4";;1.300;2021-07-20
"
R$500.000
";Rua Nossa Senhora da Saúde, Saúde;"
220m²";"
3";"
3";"
3";;117;2021-07-20
"
R$320.000
";Vila Carmosina, São Paulo;"
110m²";"
2";"
2";"
2";;;2021-07-20
"
R$292.000
";Centro, São Paulo;"
35m²";"
1";;"
1";293;51;2021-07-20
"
R$763.000
";Rua Visconde de Inhomerim, Móoca;"
96m²";"
3";"
2";"
2";1.000;120;2021-07-20
"
R$341.000
";Travessa Inca Vermelha, Jardim Rodolfo Pirani;"
125m²";"
3";"
2";"
2";;;2021-07-20
"
R$141.900
";Rua João Gomes Batista, Jardim Cidália;"
32m²";"
1";;"
1";180;;2021-07-20
"
R$179.000
";Jardim Imbé, São Paulo;"
47m²";"
2";"
1";"
1";253;;2021-07-20
"
R$890.000
";Rua David Ben Gurion, Morumbi;"
141m²";"
3";"
2";"
4";;;2021-07-20
"
R$465.000
";Rua Anhangüera, Barra Funda;"
63m²";"
3";"
1";"
2";700;129;2021-07-20
"
R$392.000
";Rua Caetano do Amaral, Vila Matias;"
134m²";"
2";"
2";"
2";;;2021-07-20
"
R$505.000
";Rua Serra de Botucatu, Tatuapé;"
53m²";"
2";"
2";"
2";690;90;2021-07-20
"
R$4.300.000
";Rua Peixoto Gomide, Jardins;"
204m²";"
3";"
2";"
5";3.091;1.245;2021-07-20
"
R$286.170
";Avenida Belarmino Ferreira, Jardim Arize;"
54m²";"
2";"
1";"
2";360;65;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$585.000
";Rua José Luiz Camargo Moreira, Mansões Santo Antônio;"
65-166m²";"
2";"
2-3";"
2-3";;;2021-07-20
"
R$1.093.000
";Rua José Luiz Camargo Moreira, Mansões Santo Antônio;"
131-166m²";"
2-3";"
2-3";"
3";;;2021-07-20
"
Sobconsulta
";Avenida John Boyd Dunlop, Jardim Ipaussurama;"
36-48m²";"
1-2";"
1";"
1";;;2021-07-20
"
R$450.500
";Rua Ribeiro do Vale, Brooklin;"
44m²";"
1";"
1";"
1";1.175;134;2021-07-20
"
R$1.182.000
";Rua Araguari,;"
105m²";"
3";"
1";"
2";1.357;246;2021-07-20
"
R$5.800.000
";Rua Olegário Mariano, Jardim Guedala;"
702m²";"
4";"
7";"
9";;;2021-07-20
"
R$350.000
";Pirituba, São Paulo;"
67m²";"
3";"
1";"
1";440;114;2021-07-20
"
R$320.000
";Avenida Santa Marina, Vila Albertina;"
44m²";"
2";;"
2";;;2021-07-20
"
R$265.000
";Estrada Pirajussara-Valo Velho, Jardim Mitsutani;"
54m²";"
2";"
1";"
1";300;2;2021-07-20
"
R$585.000
";Vila Carrão, São Paulo;"
70m²";"
3";"
1";"
2";342;;2021-07-20
"
R$1.200.000
";Consolação, São Paulo;"
67m²";"
2";"
2";"
2";600;333;2021-07-20
"
R$199.000
";Avenida Santa Marina, Água Branca;"
39m²";"
2";;"
1";;;2021-07-20
"
R$370.000
";Rua Herbert Frazer, Interlagos;"
55m²";"
2";"
1";"
2";400;100;2021-07-20
"
R$390.000
";Rua Capricho, Vila Nivi;"
65m²";"
2";"
2";"
2";692;97;2021-07-20
"
R$390.000
";Rua Eugênio de Freitas, Vila Guilherme;"
63m²";"
2";"
1";"
2";380;23;2021-07-20
"
R$399.000
";Rua do Símbolo, Jardim Ampliação;"
77m²";"
2";"
2";"
2";550;100;2021-07-20
"
R$389.000
";Rua Washington Luís, Centro;"
40m²";"
1";"
1";"
1";398;180;2021-07-20
"
R$560.000
";Rua Itajibá, Chácara Inglesa;"
50m²";"
2";"
1";"
2";600;16;2021-07-20
"
R$470.000
";Rua Manuel Fernandes, Tucuruvi;"
90m²";"
3";"
2";"
3";75;230;2021-07-20
"
R$449.000
";Vila Talarico, São Paulo;"
120m²";"
3";"
2";"
3";100;;2021-07-20
"
R$750.000
";Avenida Portugal, Brooklin;"
48m²";"
1";"
1";"
1";850;65;2021-07-20
"
R$636.000
";Ipiranga, São Paulo;"
72m²";"
2";"
1";"
2";420;75;2021-07-20
"
R$368.000
";Rua Evaristo da Veiga, Brás;"
56m²";"
2";"
1";"
2";;;2021-07-20
"
R$199.000
";Rua Luiz Gatti, Lapa;"
42m²";"
2";"
1";"
1";250;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Arquiteto José Augusto Silva, Fazenda Santa Cândida;"
50-70m²";"
2-3";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Rua Armando Strazzacappa, Fazenda Santa Cândida;"
55-70m²";"
2-3";"
1";"
2";;;2021-07-20
"
R$83.000
";Rua Antônia Frutuosa Felisbino, Cidade Satélite Íris;"
175m²";;;;;;2021-07-20
"
R$1.600.000
";Avenida Armando Ferrentini, Paraíso;"
200m²";"
3";"
2";"
5";;590;2021-07-20
"
R$295.000
";Rua Santo Egídio, Santana;"
42m²";"
1";"
1";"
1";460;30;2021-07-20
"
R$300.000
";Avenida Ajarani, Cidade Patriarca;"
62m²";"
3";"
1";"
1";574;;2021-07-20
"
R$650.000
";Rua João Moreira, Parque São Domingos;"
130m²";"
3";"
2";"
2";;;2021-07-20
"
R$590.000
";Conjunto Habitacional Vila Nova Cachoeirinha, São Paulo;"
168m²";"
3";"
3";"
3";;;2021-07-20
"
R$1.125.000
";Avenida Senador Casimiro da Rocha, Chácara Inglesa;"
171m²";"
4";"
2";"
4";;444;2021-07-20
"
R$235.000
";Avenida Nova Cantareira, Tucuruvi;"
204m²";;;;;;2021-07-20
"
R$599.000
";Ipiranga, São Paulo;"
70m²";"
2";"
1";"
2";600;1.100;2021-07-20
"
R$750.000
";Rua José Mauro de Vasconcelos, Jardim Pinheiros;"
166m²";"
3";"
4";"
3";;;2021-07-20
"
R$285.000
";Rua Sousa Coutinho, Sacomã;"
40m²";"
2";;"
1";;;2021-07-20
"
R$730.000
";Rua Guenter, Vila Margarida;"
110m²";"
3";"
2";"
3";;;2021-07-20
"
R$320.000
";Jardim Parque Morumbi, São Paulo;"
48m²";"
2";"
1";"
1";272;;2021-07-20
"
R$530.000
";Alameda Afonso Schmidt, Santa Terezinha;"
60m²";"
2";"
1";"
2";838;135;2021-07-20
"
R$1.200.000
";Rua David Ben Gurion, Morumbi;"
177m²";"
3";"
3";"
4";;;2021-07-20
"
R$439.000
";Vila Gumercindo, São Paulo;"
58m²";"
2";"
1";"
2";750;650;2021-07-20
"
R$430.000
";Rua Doutor Laerte Setúbal, Vila Suzana;"
72m²";"
2";"
1";"
2";500;2;2021-07-20
"
R$320.000
";Avenida Santa Marina, Vila Albertina;"
44m²";"
2";;"
2";;;2021-07-20
"
R$265.000
";Estrada Pirajussara-Valo Velho, Jardim Mitsutani;"
54m²";"
2";"
1";"
1";300;2;2021-07-20
"
R$1.200.000
";Consolação, São Paulo;"
67m²";"
2";"
2";"
2";600;333;2021-07-20
"
R$350.000
";Vila Ré, São Paulo;"
65m²";"
2";"
2";"
3";162;155;2021-07-20
"
R$199.000
";Avenida Santa Marina, Água Branca;"
39m²";"
2";;"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$155.000
";Avenida John Boyd Dunlop, Jardim Ipaussurama;"
250m²";;;;;;2021-07-20
"
Sobconsulta
";Rua Um, Parque Universal;"
41-43m²";"
2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Ary Rodrigues, Parque Camélias;"
57m²";"
2";"
1";"
1-2";;;2021-07-20
"
R$1.650.000
";Rua Califórnia, Brooklin;"
105m²";"
2";"
2";"
3";1.100;450;2021-07-20
"
R$317.400
";Avenida da Liberdade, Liberdade;"
27m²";"
1";;"
1";250;;2021-07-20
"
R$1.240.000
";Jardim Paulista, São Paulo;"
115m²";"
3";"
1";"
4";1.300;;2021-07-20
"
R$490.000
";Rua Manuel Pitta, Imirim;"
73m²";"
2";"
2";"
3";;;2021-07-20
"
R$500.000
";Barra Funda, São Paulo;"
58m²";"
2";"
1";"
1";680;55;2021-07-20
"
R$424.000
";Rua Professor Sousa Barros, Vila Guarani;"
48m²";"
1";"
1";"
1";640;;2021-07-20
"
R$410.000
";Rua Joaquim Carlos, Brás;"
76m²";"
3";"
1";"
2";350;;2021-07-20
"
R$430.000
";Avenida Santo Albano, Ipiranga;"
72m²";"
3";"
2";"
2";660;1;2021-07-20
"
R$490.000
";Avenida São Pedro, Vila Andrade;"
83m²";"
3";"
3";"
3";;;2021-07-20
"
R$399.000
";Ipiranga, São Paulo;"
57m²";"
2";"
1";"
2";570;;2021-07-20
"
R$530.000
";Vila Gomes Cardim, São Paulo;"
54m²";"
2";"
2";"
1";610;102;2021-07-20
"
R$400.000
";Rua Arnaldo Cintra, Tatuapé;"
63m²";"
3";"
1";"
2";;;2021-07-20
"
R$360.000
";Rua Tucuna, Perdizes;"
87m²";"
2";"
1";"
1";600;;2021-07-20
"
R$900.000
";Rua Diamante Preto, Tatuapé;"
98m²";"
2";"
2";"
2";760;271;2021-07-20
"
R$530.000
";Rua Luiz da Costa Ramos, Vila Moraes;"
150m²";"
3";"
2";"
3";;138;2021-07-20
"
R$300.000
";Avenida Conselheiro Carrão, Vila Carrão;"
33m²";;"
1";;;;2021-07-20
"
R$470.000
";Rua Adelino de Almeida Castilho, Tatuapé;"
69m²";"
2";"
1";"
1";450;;2021-07-20
"
R$490.000
";Jardim Maristela , São Paulo;"
130m²";"
2";"
3";"
3";;130;2021-07-20
"
R$380.000
";Vila America, São Paulo;"
125m²";"
3";"
1";"
2";;;2021-07-20
"
R$450.000
";Rua Ponta de Leste, Vila Carrão;"
115m²";"
3";"
2";"
3";150;1;2021-07-20
"
R$175.900
";Rua Ferreira Viana, Vila Socorro;"
32m²";"
2";;"
1";180;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Avenida Ruy Rodriguez, Recanto do Sol I;"
47m²";"
2";"
1";"
1";;;2021-07-20
"
R$190.300
";Rua Sebastião Lázaro da Silva, Jardim Nossa Senhora de Fatima;"
50-55m²";"
2";"
1";"
2";;;2021-07-20
"
R$178.000
";Avenida Coaciara, Parque Dom Pedro II;"
47-49m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.379.000
";Rua João Moura, Pinheiros;"
72m²";"
2";"
1";"
2";710;133;2021-07-20
"
R$3.500.000
";Paraíso, São Paulo;"
320m²";"
4";"
4";"
3";2.800;2.719;2021-07-20
"
R$9.980.000
";Rua Maestro Elias Lobo, Jardim Paulista;"
500m²";"
3";"
4";"
3";;2.260;2021-07-20
"
R$490.000
";Rua Ulisses Cruz, Tatuapé;"
60m²";"
2";"
2";"
2";640;53;2021-07-20
"
R$520.000
";Rua Monsenhor Francisco de Paula, Vila Matilde;"
100m²";"
2";"
3";"
3";;;2021-07-20
"
R$292.514
";Jardim Íris, São Paulo;"
53m²";"
2";"
1";"
2";443;;2021-07-20
"
R$780.000
";Rua Doutor Plínio do Amaral, Saúde;"
135m²";"
3";"
2";"
4";;157;2021-07-20
"
R$585.000
";Vila Mariana, São Paulo;"
75m²";"
2";"
2";"
2";800;;2021-07-20
"
R$430.000
";Rua Doutor Laerte Setúbal, Vila Suzana;"
72m²";"
2";"
1";"
2";500;2;2021-07-20
"
R$295.000
";Rua Salvador Pela, Mandaqui;"
44m²";"
2";"
1";"
1";336;;2021-07-20
"
R$515.000
";Rua José da Silva Ribeiro, Vila Andrade;"
87m²";"
3";"
2";"
3";560;100;2021-07-20
"
R$440.000
";Rua Alice Preston, Conjunto Residencial José Bonifácio;"
120m²";"
4";"
2";"
3";;;2021-07-20
"
R$1.600.000
";Avenida dos Eucaliptos, Moema;"
118m²";"
4";"
3";"
2";850;;2021-07-20
"
R$499.000
";Rua Desdemona Grechi Loschiavo, Jardim Almanara;"
250m²";"
3";"
3";"
3";;700;2021-07-20
"
R$300.000
";Travessa Maria da Conceição Silva, Americanópolis;"
154m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.167.000
";Rua Taquari, Móoca;"
126m²";"
3";"
2";"
5";771;300;2021-07-20
"
R$430.000
";Rua Doutor Laerte Setúbal, Vila Suzana;"
72m²";"
2";"
1";"
2";500;2;2021-07-20
"
R$190.000
";Rua Padre Gabriel de Campos, Artur Alvim;"
48m²";"
2";"
2";"
1";250;;2021-07-20
"
R$710.000
";Chora Menino, São Paulo;"
82m²";"
3";"
2";"
2";617;;2021-07-20
"
R$1.299.000
";Rua Cristóvão Vaz, Santana;"
150m²";"
4";"
4";"
5";;;2021-07-20
"
R$448.000
";Rua Marquês de Lages, Vila Moraes;"
64m²";"
3";"
1";"
2";400;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$237.014
";Rua Cardeal Arcoverde, Loteamento Caminhos de Sao Conrado Sousas;"
25-31m²";;;;;;2021-07-20
"
R$260.000
";Rua Lúcio Petit de Souza, Residencial Cosmos;"
100-200m²";"
2";"
2";"
1";;;2021-07-20
"
R$182.000
";Rua José Moscardini, Chácaras Fazenda Coelho;"
57m²";"
2";"
1";"
1";;;2021-07-20
"
R$920.000
";Rua Constantino de Sousa, Campo Belo;"
110m²";"
3";"
2";"
3";1.820;620;2021-07-20
"
R$1.400.000
";Alameda Sarutaiá,;"
120m²";"
3";"
1";"
2";1.290;237;2021-07-20
"
R$989.000
";Avenida dos Imarés, Moema;"
64m²";"
2";"
1";"
2";700;;2021-07-20
"
R$470.000
";Avenida Rouxinol, Moema;"
44m²";"
1";"
1";"
1";600;100;2021-07-20
"
R$1.190.000
";Rua Tabajaras, Móoca;"
141m²";"
4";"
2";"
4";839;401;2021-07-20
"
R$570.000
";Alameda Raja Gabaglia, Vila Olímpia;"
42m²";"
2";;"
1";300;80;2021-07-20
"
R$490.000
";Rua Huitacá, Jardim da Campina;"
87m²";"
3";"
1";"
1";758;165;2021-07-20
"
R$174.284
";Avenida Amador Bueno da Veiga, Penha;"
34m²";;"
1";"
1";;;2021-07-20
"
R$432.000
";Freguesia do Ó, São Paulo;"
90m²";"
2";"
2";"
2";;;2021-07-20
"
R$375.000
";Rua Ferreira Peixoto, Jardim Hercilia;"
100m²";"
2";"
2";"
2";;;2021-07-20
